Country,Year,fertility,life,population,region
Cuba,1995,1.614,75.419,10900795,America
Cuba,1996,1.609,75.69,10949206,America
Cuba,1997,1.61,75.964,10992290,America
Cuba,1998,1.615,76.225,11031429,America
Cuba,1999,1.621,76.465,11068382,America
Cuba,2000,1.626,76.684,11104313,America
Cuba,2001,1.626,76.889,11140168,America
Cuba,2002,1.621,77.09,11175434,America
Cuba,2003,1.61,77.296,11208029,America
Cuba,2004,1.592,77.508,11234970,America
Cuba,2005,1.57,77.725,11254242,America
Cuba,2006,1.545,77.942,11265124,America
Cuba,2007,1.52,78.154,11268687,America
Cuba,2008,1.498,78.358,11266905,America
Cuba,2009,1.48,78.552,11262628,America
Cuba,2010,1.467,78.736,11257979,America
Cuba,2011,1.459,78.914,11253665,America
Cuba,2012,1.453,79.088,11249266,America
Cuba,2013,1.449,79.262,11244424,America
Cyprus,1964,3.249,70.895,578710,Europe & Central Asia
Cyprus,1965,3.133,71.197,581056,Europe & Central Asia
Cyprus,1966,3.01,71.491,585400,Europe & Central Asia
Cyprus,1967,2.889,71.776,591398,Europe & Central Asia
Cyprus,1968,2.779,72.052,598592,Europe & Central Asia
Cyprus,1969,2.686,72.318,606224,Europe & Central Asia
Cyprus,1970,2.61,72.576,613735,Europe & Central Asia
Cyprus,1971,2.547,72.825,620987,Europe & Central Asia
Cyprus,1972,2.491,73.067,628140,Europe & Central Asia
Cyprus,1973,2.44,73.301,635261,Europe & Central Asia
Cyprus,1974,2.393,73.53,642496,Europe & Central Asia
Cyprus,1975,2.352,73.753,649918,Europe & Central Asia
Cyprus,1976,2.323,73.971,657685,Europe & Central Asia
Cyprus,1977,2.31,74.183,665676,Europe & Central Asia
Cyprus,1978,2.312,74.39,673386,Europe & Central Asia
Cyprus,1979,2.328,74.592,680130,Europe & Central Asia
Cyprus,1980,2.354,74.79,685510,Europe & Central Asia
Cyprus,1981,2.385,74.984,689265,Europe & Central Asia
Cyprus,1982,2.415,75.174,691792,Europe & Central Asia
Cyprus,1983,2.438,75.359,694146,Europe & Central Asia
Cyprus,1984,2.453,75.541,697782,Europe & Central Asia
Cyprus,1985,2.458,75.718,703752,Europe & Central Asia
Cyprus,1986,2.456,75.892,712396,Europe & Central Asia
Cyprus,1987,2.45,76.063,723434,Europe & Central Asia
Cyprus,1988,2.442,76.23,736531,Europe & Central Asia
Cyprus,1989,2.43,76.393,751100,Europe & Central Asia
Cyprus,1990,2.411,76.554,766663,Europe & Central Asia
Cyprus,1991,2.381,76.711,783189,Europe & Central Asia
Cyprus,1992,2.337,76.865,800707,Europe & Central Asia
Cyprus,1993,2.278,77.017,818858,Europe & Central Asia
Cyprus,1994,2.206,77.166,837205,Europe & Central Asia
Cyprus,1995,2.124,77.312,855424,Europe & Central Asia
Cyprus,1996,2.035,77.456,873277,Europe & Central Asia
Cyprus,1997,1.945,77.598,890758,Europe & Central Asia
Cyprus,1998,1.86,77.738,908059,Europe & Central Asia
Cyprus,1999,1.781,77.876,925504,Europe & Central Asia
Cyprus,2000,1.714,78.011,943294,Europe & Central Asia
Cyprus,2001,1.658,78.142,961482,Europe & Central Asia
Cyprus,2002,1.613,78.27,979874,Europe & Central Asia
Cyprus,2003,1.577,78.395,998134,Europe & Central Asia
Cyprus,2004,1.549,78.518,1015806,Europe & Central Asia
Cyprus,2005,1.529,78.643,1032562,Europe & Central Asia
Cyprus,2006,1.514,78.771,1048272,Europe & Central Asia
Cyprus,2007,1.503,78.904,1063027,Europe & Central Asia
Cyprus,2008,1.493,79.045,1077001,Europe & Central Asia
Cyprus,2009,1.485,79.193,1090473,Europe & Central Asia
Cyprus,2010,1.478,79.348,1103647,Europe & Central Asia
Cyprus,2011,1.47,79.509,1116564,Europe & Central Asia
Cyprus,2012,1.465,79.674,1129166,Europe & Central Asia
Cyprus,2013,1.461,79.841,1141453,Europe & Central Asia
Czech Rep.,1964,2.123,70.58,9661235,Europe & Central Asia
Czech Rep.,1965,2.069,70.27,9686318,Europe & Central Asia
Czech Rep.,1966,2.026,70.49,9707426,Europe & Central Asia
Czech Rep.,1967,1.999,70.38,9725518,Europe & Central Asia
Czech Rep.,1968,1.994,69.94,9743100,Europe & Central Asia
Czech Rep.,1969,2.009,69.44,9763422,Europe & Central Asia
Czech Rep.,1970,2.045,69.53,9788863,Europe & Central Asia
Czech Rep.,1971,2.095,69.77,9819749,Europe & Central Asia
Czech Rep.,1972,2.153,70.29,9855516,Europe & Central Asia
Czech Rep.,1973,2.21,70.13,9896416,Europe & Central Asia
Czech Rep.,1974,2.26,70.21,9942472,Europe & Central Asia
Czech Rep.,1975,2.294,70.55,9993206,Europe & Central Asia
Czech Rep.,1976,2.308,70.66,10049465,Europe & Central Asia
Czech Rep.,1977,2.302,70.71,10110020,Europe & Central Asia
Czech Rep.,1978,2.275,70.78,10169747,Europe & Central Asia
Czech Rep.,1979,2.232,70.89,10221861,Europe & Central Asia
Czech Rep.,1980,2.178,70.42,10261606,Europe & Central Asia
Czech Rep.,1981,2.121,70.86,10286947,Europe & Central Asia
Czech Rep.,1982,2.067,70.96,10299490,Europe & Central Asia
Czech Rep.,1983,2.023,70.73,10302679,Europe & Central Asia
Czech Rep.,1984,1.99,70.99,10301798,Europe & Central Asia
Czech Rep.,1985,1.967,71.2,10300844,Europe & Central Asia
Czech Rep.,1986,1.949,71.13,10300475,Europe & Central Asia
Czech Rep.,1987,1.931,71.58,10299854,Europe & Central Asia
Czech Rep.,1988,1.905,71.78,10299711,Europe & Central Asia
Czech Rep.,1989,1.87,71.83,10300582,Europe & Central Asia
Czech Rep.,1990,1.822,71.49,10302718,Europe & Central Asia
Czech Rep.,1991,1.757,72.03,10307130,Europe & Central Asia
Czech Rep.,1992,1.677,72.4,10313662,Europe & Central Asia
Czech Rep.,1993,1.587,72.92,10319923,Europe & Central Asia
Czech Rep.,1994,1.49,73.13,10322561,Europe & Central Asia
Czech Rep.,1995,1.394,73.26,10319337,Europe & Central Asia
Czech Rep.,1996,1.306,73.9,10310016,Europe & Central Asia
Czech Rep.,1997,1.231,74.01,10295984,Europe & Central Asia
Czech Rep.,1998,1.175,74.62,10278707,Europe & Central Asia
Czech Rep.,1999,1.14,74.81,10260335,Europe & Central Asia
Czech Rep.,2000,1.128,75.05,10242890,Europe & Central Asia
Czech Rep.,2001,1.138,75.38,10225701,Europe & Central Asia
Czech Rep.,2002,1.165,75.51,10209500,Europe & Central Asia
Czech Rep.,2003,1.203,75.46,10199327,Europe & Central Asia
Czech Rep.,2004,1.249,76.01,10201665,Europe & Central Asia
Czech Rep.,2005,1.298,76.22,10220638,Europe & Central Asia
Czech Rep.,2006,1.346,76.78,10258796,Europe & Central Asia
Czech Rep.,2007,1.392,76.99,10313525,Europe & Central Asia
Czech Rep.,2008,1.434,77.26,10377359,Europe & Central Asia
Czech Rep.,2009,1.471,77.102,10439735,Europe & Central Asia
Czech Rep.,2010,1.501,77.267,10492960,Europe & Central Asia
Czech Rep.,2011,1.525,77.414,10534293,Europe & Central Asia
Czech Rep.,2012,1.546,77.552,10565678,Europe & Central Asia
Czech Rep.,2013,1.566,77.69,10589806,Europe & Central Asia
Denmark,1964,2.602,72.52,4722383,Europe & Central Asia
Denmark,1965,2.61,72.4,4759095,Europe & Central Asia
Denmark,1966,2.615,72.48,4794927,Europe & Central Asia
Denmark,1967,2.35,72.96,4829945,Europe & Central Asia
Denmark,1968,2.117,73.17,4863983,Europe & Central Asia
Denmark,1969,2,73.26,4896948,Europe & Central Asia
Denmark,1970,1.95,73.38,4928704,Europe & Central Asia
Denmark,1971,2.043,73.44,4959083,Europe & Central Asia
Denmark,1972,2.03,73.47,4987806,Europe & Central Asia
Denmark,1973,1.917,73.71,5014503,Europe & Central Asia
Denmark,1974,1.896,73.84,5038752,Europe & Central Asia
Denmark,1975,1.919,74.11,5060227,Europe & Central Asia
Denmark,1976,1.747,73.78,5079015,Europe & Central Asia
Denmark,1977,1.66,74.69,5095133,Europe & Central Asia
Denmark,1978,1.668,74.45,5108145,Europe & Central Asia
Denmark,1979,1.601,74.27,5117514,Europe & Central Asia
Denmark,1980,1.546,74.16,5123026,Europe & Central Asia
Denmark,1981,1.437,74.29,5124545,Europe & Central Asia
Denmark,1982,1.427,74.63,5122696,Europe & Central Asia
Denmark,1983,1.377,74.5,5118998,Europe & Central Asia
Denmark,1984,1.4,74.65,5115476,Europe & Central Asia
Denmark,1985,1.447,74.52,5113701,Europe & Central Asia
Denmark,1986,1.48,74.69,5114172,Europe & Central Asia
Denmark,1987,1.496,74.8,5116854,Europe & Central Asia
Denmark,1988,1.559,74.89,5122098,Europe & Central Asia
Denmark,1989,1.62,74.92,5130127,Europe & Central Asia
Denmark,1990,1.668,74.92,5141034,Europe & Central Asia
Denmark,1991,1.683,75.29,5155038,Europe & Central Asia
Denmark,1992,1.764,75.33,5172040,Europe & Central Asia
Denmark,1993,1.749,75.25,5191370,Europe & Central Asia
Denmark,1994,1.806,75.51,5212071,Europe & Central Asia
Denmark,1995,1.807,75.36,5233364,Europe & Central Asia
Denmark,1996,1.747,75.74,5255213,Europe & Central Asia
Denmark,1997,1.752,76.11,5277572,Europe & Central Asia
Denmark,1998,1.724,76.51,5299649,Europe & Central Asia
Denmark,1999,1.735,76.66,5320488,Europe & Central Asia
Denmark,2000,1.771,76.9,5339501,Europe & Central Asia
Denmark,2001,1.747,77.06,5356055,Europe & Central Asia
Denmark,2002,1.723,77.18,5370507,Europe & Central Asia
Denmark,2003,1.758,77.78,5384487,Europe & Central Asia
Denmark,2004,1.784,77.58,5400280,Europe & Central Asia
Denmark,2005,1.802,78.32,5419444,Europe & Central Asia
Denmark,2006,1.85,78.32,5442644,Europe & Central Asia
Denmark,2007,1.8464,78.44,5469130,Europe & Central Asia
Denmark,2008,1.8923,78.408,5497312,Europe & Central Asia
Denmark,2009,1.842,78.809,5524874,Europe & Central Asia
Denmark,2010,1.8751,78.969,5550142,Europe & Central Asia
Denmark,2011,1.7556,79.114,5572594,Europe & Central Asia
Denmark,2012,1.7332,79.251,5592738,Europe & Central Asia
Denmark,2013,1.88,79.388,5611187,Europe & Central Asia
Djibouti,1964,6.595,45.727,109222,Middle East & North Africa
Djibouti,1965,6.629,46.166,116706,Middle East & North Africa
Djibouti,1966,6.665,46.654,124688,Middle East & North Africa
Djibouti,1967,6.702,47.203,133253,Middle East & North Africa
Djibouti,1968,6.739,47.814,142320,Middle East & North Africa
Djibouti,1969,6.774,48.476,151782,Middle East & North Africa
Djibouti,1970,6.804,49.16,161622,Middle East & North Africa
Djibouti,1971,6.826,49.827,171519,Middle East & North Africa
Djibouti,1972,6.836,50.442,181622,Middle East & North Africa
Djibouti,1973,6.834,50.982,192922,Middle East & North Africa
Djibouti,1974,6.817,51.442,206763,Middle East & North Africa
Djibouti,1975,6.784,51.832,223963,Middle East & North Africa
Djibouti,1976,6.734,52.177,245326,Middle East & North Africa
Djibouti,1977,6.671,52.513,270222,Middle East & North Africa
Djibouti,1978,6.598,52.865,296307,Middle East & North Africa
Djibouti,1979,6.52,53.241,320332,Middle East & North Africa
Djibouti,1980,6.443,53.639,340133,Middle East & North Africa
Djibouti,1981,6.373,54.049,354304,Middle East & North Africa
Djibouti,1982,6.316,54.451,363940,Middle East & North Africa
Djibouti,1983,6.271,54.828,372386,Middle East & North Africa
Djibouti,1984,6.239,55.174,384409,Middle East & North Africa
Djibouti,1985,6.218,55.488,403221,Middle East & North Africa
Djibouti,1986,6.205,55.772,430367,Middle East & North Africa
Djibouti,1987,6.193,56.032,464202,Middle East & North Africa
Djibouti,1988,6.174,56.271,500876,Middle East & North Africa
Djibouti,1989,6.142,56.488,534862,Middle East & North Africa
Djibouti,1990,6.087,56.678,562290,Middle East & North Africa
Djibouti,1991,6,56.831,581641,Middle East & North Africa
Djibouti,1992,5.879,56.943,594437,Middle East & North Africa
Djibouti,1993,5.727,57.017,603534,Middle East & North Africa
Djibouti,1994,5.548,57.056,613219,Middle East & North Africa
Djibouti,1995,5.352,57.066,626537,Middle East & North Africa
Djibouti,1996,5.148,57.05,644434,Middle East & North Africa
Djibouti,1997,4.95,57.023,665755,Middle East & North Africa
Djibouti,1998,4.768,56.999,688940,Middle East & North Africa
Djibouti,1999,4.607,56.993,711573,Middle East & North Africa
Djibouti,2000,4.469,57.023,731930,Middle East & North Africa
Djibouti,2001,4.353,57.101,749604,Middle East & North Africa
Djibouti,2002,4.253,57.234,765283,Middle East & North Africa
Djibouti,2003,4.16,57.425,779640,Middle East & North Africa
Djibouti,2004,4.074,57.678,793738,Middle East & North Africa
Djibouti,2005,3.991,57.996,808367,Middle East & North Africa
Djibouti,2006,3.911,58.38,823682,Middle East & North Africa
Djibouti,2007,3.832,58.816,839453,Middle East & North Africa
Djibouti,2008,3.755,59.292,855636,Middle East & North Africa
Djibouti,2009,3.679,59.794,872090,Middle East & North Africa
Djibouti,2010,3.604,60.307,888716,Middle East & North Africa
Djibouti,2011,3.53,60.819,905564,Middle East & North Africa
Djibouti,2012,3.457,61.319,922708,Middle East & North Africa
Djibouti,2013,3.387,61.801,940090,Middle East & North Africa
Dominican Rep.,1964,7.187,54.633,3772937,America
Dominican Rep.,1965,7.054,55.31,3893484,America
Dominican Rep.,1966,6.904,55.973,4015213,America
Dominican Rep.,1967,6.739,56.623,4137994,America
Dominican Rep.,1968,6.562,57.256,4261702,America
Dominican Rep.,1969,6.376,57.872,4386255,America
Dominican Rep.,1970,6.182,58.465,4511577,America
Dominican Rep.,1971,5.983,59.03,4637627,America
Dominican Rep.,1972,5.782,59.565,4764319,America
Dominican Rep.,1973,5.58,60.069,4891500,America
Dominican Rep.,1974,5.383,60.545,5019002,America
Dominican Rep.,1975,5.193,60.992,5146742,America
Dominican Rep.,1976,5.014,61.412,5274591,America
Dominican Rep.,1977,4.848,61.811,5402683,America
Dominican Rep.,1978,4.693,62.198,5531528,America
Dominican Rep.,1979,4.552,62.581,5661827,America
Dominican Rep.,1980,4.422,62.97,5794074,America
Dominican Rep.,1981,4.302,63.373,5928429,America
Dominican Rep.,1982,4.19,63.795,6064722,America
Dominican Rep.,1983,4.082,64.239,6202698,America
Dominican Rep.,1984,3.978,64.706,6341950,America
Dominican Rep.,1985,3.878,65.199,6482152,America
Dominican Rep.,1986,3.783,65.719,6623094,America
Dominican Rep.,1987,3.695,66.258,6764750,America
Dominican Rep.,1988,3.613,66.803,6907171,America
Dominican Rep.,1989,3.537,67.342,7050480,America
Dominican Rep.,1990,3.466,67.856,7194666,America
Dominican Rep.,1991,3.397,68.325,7339826,America
Dominican Rep.,1992,3.33,68.738,7485619,America
Dominican Rep.,1993,3.262,69.092,7631076,America
Dominican Rep.,1994,3.195,69.385,7774932,America
Dominican Rep.,1995,3.13,69.625,7916309,America
Dominican Rep.,1996,3.069,69.825,8054768,America
Dominican Rep.,1997,3.014,70.004,8190620,America
Dominican Rep.,1998,2.966,70.179,8324680,America
Dominican Rep.,1999,2.926,70.36,8458164,America
Dominican Rep.,2000,2.892,70.553,8591967,America
Dominican Rep.,2001,2.863,70.759,8726256,America
Dominican Rep.,2002,2.836,70.971,8860760,America
Dominican Rep.,2003,2.809,71.185,8995398,America
Dominican Rep.,2004,2.781,71.401,9129965,America
Dominican Rep.,2005,2.751,71.619,9264267,America
Dominican Rep.,2006,2.719,71.84,9398285,America
Dominican Rep.,2007,2.686,72.062,9531954,America
Dominican Rep.,2008,2.652,72.286,9664948,America
Dominican Rep.,2009,2.618,72.51,9796852,America
Dominican Rep.,2010,2.584,72.734,9927320,America
Dominican Rep.,2011,2.551,72.958,10056181,America
Dominican Rep.,2012,2.517,73.181,10183339,America
Dominican Rep.,2013,2.484,73.402,10308609,America
Ecuador,1964,6.589,55.404,4994917,America
Ecuador,1965,6.545,55.843,5146294,America
Ecuador,1966,6.488,56.242,5302370,America
Ecuador,1967,6.418,56.622,5463176,America
Ecuador,1968,6.335,57,5628565,America
Ecuador,1969,6.238,57.387,5798368,America
Ecuador,1970,6.128,57.791,5972464,America
Ecuador,1971,6.005,58.213,6150690,America
Ecuador,1972,5.874,58.652,6333049,America
Ecuador,1973,5.736,59.107,6519792,America
Ecuador,1974,5.593,59.58,6711284,America
Ecuador,1975,5.449,60.075,6907740,America
Ecuador,1976,5.304,60.598,7109119,America
Ecuador,1977,5.159,61.147,7315156,America
Ecuador,1978,5.015,61.72,7525548,America
Ecuador,1979,4.875,62.315,7739894,America
Ecuador,1980,4.742,62.927,7957811,America
Ecuador,1981,4.618,63.553,8178948,America
Ecuador,1982,4.505,64.186,8403034,America
Ecuador,1983,4.401,64.82,8629832,America
Ecuador,1984,4.306,65.448,8859125,America
Ecuador,1985,4.217,66.063,9090592,America
Ecuador,1986,4.131,66.659,9323745,America
Ecuador,1987,4.044,67.235,9557974,America
Ecuador,1988,3.955,67.791,9792658,America
Ecuador,1989,3.861,68.325,10027109,America
Ecuador,1990,3.765,68.839,10260587,America
Ecuador,1991,3.669,69.336,10493498,America
Ecuador,1992,3.576,69.822,10725281,America
Ecuador,1993,3.488,70.298,10953182,America
Ecuador,1994,3.407,70.766,11173647,America
Ecuador,1995,3.335,71.226,11384506,America
Ecuador,1996,3.27,71.681,11584074,America
Ecuador,1997,3.213,72.127,11774005,America
Ecuador,1998,3.161,72.558,11959586,America
Ecuador,1999,3.113,72.971,12148188,America
Ecuador,2000,3.068,73.353,12345023,America
Ecuador,2001,3.025,73.693,12552036,America
Ecuador,2002,2.983,73.985,12767415,America
Ecuador,2003,2.94,74.233,12987992,America
Ecuador,2004,2.897,74.441,13208869,America
Ecuador,2005,2.853,74.622,13426402,America
Ecuador,2006,2.81,74.794,13639708,America
Ecuador,2007,2.768,74.973,13849721,America
Ecuador,2008,2.728,75.172,14056740,America
Ecuador,2009,2.69,75.396,14261566,America
Ecuador,2010,2.655,75.647,14464739,America
Ecuador,2011,2.622,75.917,14666055,America
Ecuador,2012,2.59,76.195,14864987,America
Ecuador,2013,2.559,76.471,15061398,America
Egypt,1964,6.471,50.133,30970067,Middle East & North Africa
Egypt,1965,6.405,50.578,31771227,Middle East & North Africa
Egypt,1966,6.327,50.977,32586961,Middle East & North Africa
Egypt,1967,6.238,51.325,33415926,Middle East & North Africa
Egypt,1968,6.141,51.625,34252634,Middle East & North Africa
Egypt,1969,6.04,51.898,35089893,Middle East & North Africa
Egypt,1970,5.94,52.179,35923283,Middle East & North Africa
Egypt,1971,5.846,52.512,36751162,Middle East & North Africa
Egypt,1972,5.763,52.926,37577248,Middle East & North Africa
Egypt,1973,5.692,53.44,38409289,Middle East & North Africa
Egypt,1974,5.633,54.052,39258086,Middle East & North Africa
Egypt,1975,5.585,54.749,40132189,Middle East & North Africa
Egypt,1976,5.545,55.496,41033408,Middle East & North Africa
Egypt,1977,5.507,56.254,41961731,Middle East & North Africa
Egypt,1978,5.465,56.99,42921556,Middle East & North Africa
Egypt,1979,5.418,57.692,43917526,Middle East & North Africa
Egypt,1980,5.366,58.365,44952497,Middle East & North Africa
Egypt,1981,5.31,59.028,46025305,Middle East & North Africa
Egypt,1982,5.251,59.705,47133557,Middle East & North Africa
Egypt,1983,5.189,60.406,48276547,Middle East & North Africa
Egypt,1984,5.123,61.124,49453054,Middle East & North Africa
Egypt,1985,5.045,61.838,50659625,Middle East & North Africa
Egypt,1986,4.947,62.518,51899728,Middle East & North Africa
Egypt,1987,4.827,63.141,53166492,Middle East & North Africa
Egypt,1988,4.684,63.692,54433720,Middle East & North Africa
Egypt,1989,4.522,64.173,55667119,Middle East & North Africa
Egypt,1990,4.35,64.601,56843275,Middle East & North Africa
Egypt,1991,4.179,65.007,57952386,Middle East & North Africa
Egypt,1992,4.018,65.42,59004372,Middle East & North Africa
Egypt,1993,3.876,65.859,60020423,Middle East & North Africa
Egypt,1994,3.757,66.326,61032081,Middle East & North Africa
Egypt,1995,3.659,66.806,62063810,Middle East & North Africa
Egypt,1996,3.579,67.277,63120498,Middle East & North Africa
Egypt,1997,3.508,67.708,64199588,Middle East & North Africa
Egypt,1998,3.44,68.079,65309201,Middle East & North Africa
Egypt,1999,3.372,68.387,66457136,Middle East & North Africa
Egypt,2000,3.306,68.632,67648419,Middle East & North Africa
Egypt,2001,3.242,68.826,68888032,Middle East & North Africa
Egypt,2002,3.184,68.99,70174632,Middle East & North Africa
Egypt,2003,3.134,69.144,71498433,Middle East & North Africa
Egypt,2004,3.091,69.299,72844998,Middle East & North Africa
Egypt,2005,3.053,69.464,74203215,Middle East & North Africa
Egypt,2006,3.02,69.645,75568453,Middle East & North Africa
Egypt,2007,2.987,69.838,76941572,Middle East & North Africa
Egypt,2008,2.954,70.042,78323298,Middle East & North Africa
Egypt,2009,2.919,70.256,79716203,Middle East & North Africa
Egypt,2010,2.883,70.478,81121077,Middle East & North Africa
Egypt,2011,2.845,70.705,82536770,Middle East & North Africa
Egypt,2012,2.807,70.933,83958369,Middle East & North Africa
Egypt,2013,2.77,71.157,85378440,Middle East & North Africa
El Salvador,1964,6.699,53.953,3146076,America
El Salvador,1965,6.643,54.499,3244774,America
El Salvador,1966,6.571,54.995,3342957,America
El Salvador,1967,6.487,55.442,3440705,America
El Salvador,1968,6.396,55.844,3538389,America
El Salvador,1969,6.3,56.198,3636782,America
El Salvador,1970,6.203,56.498,3736311,America
El Salvador,1971,6.106,56.738,3836884,America
El Salvador,1972,6.01,56.917,3937757,America
El Salvador,1973,5.914,57.037,4037935,America
El Salvador,1974,5.817,57.106,4136133,America
El Salvador,1975,5.718,57.111,4231358,America
El Salvador,1976,5.615,57.038,4323383,America
El Salvador,1977,5.506,56.9,4412237,America
El Salvador,1978,5.389,56.731,4497535,America
El Salvador,1979,5.266,56.579,4578922,America
El Salvador,1980,5.137,56.525,4656263,America
El Salvador,1981,5.004,56.657,4729467,America
El Salvador,1982,4.87,57.025,4798918,America
El Salvador,1983,4.738,57.651,4865611,America
El Salvador,1984,4.609,58.527,4930893,America
El Salvador,1985,4.485,59.625,4995888,America
El Salvador,1986,4.367,60.892,5060307,America
El Salvador,1987,4.255,62.234,5124240,America
El Salvador,1988,4.148,63.559,5189565,America
El Salvador,1989,4.047,64.804,5258654,America
El Salvador,1990,3.951,65.908,5332842,America
El Salvador,1991,3.862,66.828,5413269,America
El Salvador,1992,3.777,67.572,5498489,America
El Salvador,1993,3.695,68.158,5584047,America
El Salvador,1994,3.614,68.591,5663820,America
El Salvador,1995,3.529,68.893,5733401,America
El Salvador,1996,3.432,69.097,5791403,America
El Salvador,1997,3.323,69.249,5839103,America
El Salvador,1998,3.201,69.389,5878097,America
El Salvador,1999,3.07,69.539,5911094,America
El Salvador,2000,2.934,69.715,5940305,America
El Salvador,2001,2.803,69.917,5966027,America
El Salvador,2002,2.683,70.127,5988233,America
El Salvador,2003,2.58,70.335,6008523,America
El Salvador,2004,2.496,70.543,6028792,America
El Salvador,2005,2.433,70.752,6050513,America
El Salvador,2006,2.386,70.965,6074487,America
El Salvador,2007,2.35,71.184,6100868,America
El Salvador,2008,2.319,71.41,6129628,America
El Salvador,2009,2.291,71.643,6160423,America
El Salvador,2010,2.263,71.88,6192993,America
El Salvador,2011,2.236,72.12,6227491,America
El Salvador,2012,2.209,72.361,6264129,America
El Salvador,2013,2.184,72.599,6302723,America
Equatorial Guinea,1964,5.57,37.944,264745,Sub-Saharan Africa
Equatorial Guinea,1965,5.595,38.245,269429,Sub-Saharan Africa
Equatorial Guinea,1966,5.619,38.546,275472,Sub-Saharan Africa
Equatorial Guinea,1967,5.64,38.847,282446,Sub-Saharan Africa
Equatorial Guinea,1968,5.658,39.149,288703,Sub-Saharan Africa
Equatorial Guinea,1969,5.671,39.451,292015,Sub-Saharan Africa
Equatorial Guinea,1970,5.678,39.753,290907,Sub-Saharan Africa
Equatorial Guinea,1971,5.681,40.053,284913,Sub-Saharan Africa
Equatorial Guinea,1972,5.68,40.352,274893,Sub-Saharan Africa
Equatorial Guinea,1973,5.677,40.65,262377,Sub-Saharan Africa
Equatorial Guinea,1974,5.675,40.949,249569,Sub-Saharan Africa
Equatorial Guinea,1975,5.674,41.254,238240,Sub-Saharan Africa
Equatorial Guinea,1976,5.676,41.569,228534,Sub-Saharan Africa
Equatorial Guinea,1977,5.682,41.896,220448,Sub-Saharan Africa
Equatorial Guinea,1978,5.693,42.237,215415,Sub-Saharan Africa
Equatorial Guinea,1979,5.708,42.59,215116,Sub-Saharan Africa
Equatorial Guinea,1980,5.728,42.953,220582,Sub-Saharan Africa
Equatorial Guinea,1981,5.751,43.323,232676,Sub-Saharan Africa
Equatorial Guinea,1982,5.776,43.696,250712,Sub-Saharan Africa
Equatorial Guinea,1983,5.802,44.065,272217,Sub-Saharan Africa
Equatorial Guinea,1984,5.826,44.429,293701,Sub-Saharan Africa
Equatorial Guinea,1985,5.848,44.787,312634,Sub-Saharan Africa
Equatorial Guinea,1986,5.866,45.145,328119,Sub-Saharan Africa
Equatorial Guinea,1987,5.881,45.501,340825,Sub-Saharan Africa
Equatorial Guinea,1988,5.891,45.855,351694,Sub-Saharan Africa
Equatorial Guinea,1989,5.897,46.2,362325,Sub-Saharan Africa
Equatorial Guinea,1990,5.9,46.526,373887,Sub-Saharan Africa
Equatorial Guinea,1991,5.901,46.822,386536,Sub-Saharan Africa
Equatorial Guinea,1992,5.902,47.079,399843,Sub-Saharan Africa
Equatorial Guinea,1993,5.902,47.293,413730,Sub-Saharan Africa
Equatorial Guinea,1994,5.901,47.464,428005,Sub-Saharan Africa
Equatorial Guinea,1995,5.897,47.586,442527,Sub-Saharan Africa
Equatorial Guinea,1996,5.888,47.656,457321,Sub-Saharan Africa
Equatorial Guinea,1997,5.872,47.686,472486,Sub-Saharan Africa
Equatorial Guinea,1998,5.847,47.694,488039,Sub-Saharan Africa
Equatorial Guinea,1999,5.814,47.698,504001,Sub-Saharan Africa
Equatorial Guinea,2000,5.773,47.723,520380,Sub-Saharan Africa
Equatorial Guinea,2001,5.727,47.796,537195,Sub-Saharan Africa
Equatorial Guinea,2002,5.678,47.934,554429,Sub-Saharan Africa
Equatorial Guinea,2003,5.627,48.147,571999,Sub-Saharan Africa
Equatorial Guinea,2004,5.574,48.442,589794,Sub-Saharan Africa
Equatorial Guinea,2005,5.518,48.822,607739,Sub-Saharan Africa
Equatorial Guinea,2006,5.457,49.28,625777,Sub-Saharan Africa
Equatorial Guinea,2007,5.39,49.796,643936,Sub-Saharan Africa
Equatorial Guinea,2008,5.314,50.347,662327,Sub-Saharan Africa
Equatorial Guinea,2009,5.231,50.915,681115,Sub-Saharan Africa
Equatorial Guinea,2010,5.14,51.483,700401,Sub-Saharan Africa
Equatorial Guinea,2011,5.044,52.034,720213,Sub-Saharan Africa
Equatorial Guinea,2012,4.945,52.562,740471,Sub-Saharan Africa
Equatorial Guinea,2013,4.845,53.062,761050,Sub-Saharan Africa
Eritrea,1964,6.778,38.42,1577613,Sub-Saharan Africa
Eritrea,1965,6.752,38.731,1619301,Sub-Saharan Africa
Eritrea,1966,6.728,39.064,1662247,Sub-Saharan Africa
Eritrea,1967,6.706,39.416,1706539,Sub-Saharan Africa
Eritrea,1968,6.686,39.781,1752123,Sub-Saharan Africa
Eritrea,1969,6.667,40.154,1798934,Sub-Saharan Africa
Eritrea,1970,6.65,40.529,1847000,Sub-Saharan Africa
Eritrea,1971,6.637,40.9,1896028,Sub-Saharan Africa
Eritrea,1972,6.626,41.26,1946213,Sub-Saharan Africa
Eritrea,1973,6.619,41.605,1998632,Sub-Saharan Africa
Eritrea,1974,6.615,41.932,2054727,Sub-Saharan Africa
Eritrea,1975,6.614,42.231,2115400,Sub-Saharan Africa
Eritrea,1976,6.616,42.495,2181178,Sub-Saharan Africa
Eritrea,1977,6.619,42.727,2251397,Sub-Saharan Africa
Eritrea,1978,6.623,42.936,2324290,Sub-Saharan Africa
